Title,Region,Suburb,BodyStyle,Year,Odometer,Fuel,Transmission,EngineSize,Cylinders,Seats,ExteriorColour,Model,ModelDetail,Make,Price,LogPrice
2019 Toyota Hiace Jumbo 2.8TD,Canterbury,Christchurch,Van,2019,180443,Diesel,Automatic,2800.0,0,5,White,Hiace,Jumbo 2.8TD,Toyota,38990,10.571060481976643
2020 Toyota Corolla WXB HYBRID,Canterbury,Christchurch,Station Wagon,2020,25019,Hybrid,Tiptronic,1800.0,0,5,Black,Corolla,WXB HYBRID,Toyota,29990,10.308619271743055
2024 Toyota Land Cruiser 70 LX 2.8 Diesel Turbo...,Auckland,Auckland,Ute,2024,3800,Diesel,Automatic,2755.0,0,5,Gray Metallic,Land Cruiser,70 LX 2.8 Diesel Turbo 4WD,Toyota,99990,11.512825459969894
2023 Toyota Prius 2.0 Hybrid Z 2WD,Auckland,Auckland,Hatchback,2023,23,Hybrid,Automatic,1987.0,0,5,Gold,Prius,2.0 Hybrid Z 2WD,Toyota,55990,10.932928382342938
2024 Toyota Hilux SR 4x4 Double Cab Wellside 2....,Auckland,Auckland,Ute,2024,5000,Hybrid,Automatic,2755.0,0,5,White,Hilux,SR 4x4 Double Cab Wellside 2.8DT Auto,Toyota,57990,10.968025860870487
2024 Toyota Camry SX 2.5Petrol Hybrid.,Auckland,Auckland,Sedan,2024,6000,Hybrid,Tiptronic,2487.0,0,5,White,Camry,SX 2.5Petrol Hybrid.,Toyota,52990,10.877858495486807
2012 Toyota Prius ALPHA G 7 Seater,Auckland,Auckland,Station Wagon,2012,111986,Hybrid,Automatic,1797.0,0,7,White,Prius,ALPHA G 7 Seater,Toyota,12949,9.46877384406884
2012 Toyota Prius G Model with TRD Full Body Ki...,Auckland,Auckland,Hatchback,2012,76210,Hybrid,Automatic,1800.0,0,5,Silver,Prius,G Model with TRD Full Body Kit and Half Leather,Toyota,12449,9.429395577381786
2020 Toyota Corolla Touring Hybrid,Bay of Plenty,Tauranga,Station Wagon,2020,136030,Hybrid,Automatic,1797.0,0,5,Black,Corolla,Touring Hybrid,Toyota,16984,9.740027003383092
2016 Toyota Prius Hybrid,Auckland,Auckland,Hatchback,2016,135255,Hybrid,Automatic,1797.0,0,5,Silver,Prius,Hybrid,Toyota,12984,9.471473109194427
2012 Toyota Prius Hybrid,Bay of Plenty,Tauranga,Hatchback,2012,86478,Hybrid,Automatic,1797.0,0,5,Silver,Prius,Hybrid,Toyota,8984,9.10320049641828
2012 Toyota Prius Hybrid,Bay of Plenty,Tauranga,Hatchback,2012,111550,Hybrid,Automatic,1797.0,0,5,Silver,Prius,Hybrid,Toyota,7984,8.9851948179913
2012 Toyota Aqua S,Auckland,Auckland,Hatchback,2012,111569,Petrol,Automatic,1490.0,0,5,Red,Aqua,S,Toyota,7489,8.921190556249368
2019 Toyota Corolla Touring Hybrid,Auckland,Auckland,Station Wagon,2019,98437,Hybrid,Automatic,1797.0,0,5,White,Corolla,Touring Hybrid,Toyota,16984,9.740027003383092
2019 Toyota Hiace Chiller Van 2.8TD,Canterbury,Christchurch,Van,2019,130390,Diesel,Automatic,2800.0,0,3,White,Hiace,Chiller Van 2.8TD,Toyota,40990,10.621083413498383
2024 Toyota Land Cruiser Prado Adventure SUV 4W...,Auckland,Auckland,RV/SUV,2024,5000,Hybrid,Automatic,2755.0,0,7,Sand,Land Cruiser Prado,Adventure SUV 4WD 2.8TD Auto 7 Seater,Toyota,115990,11.661259259475921
2019 Toyota Corolla Hybrid G-MODEL SPORT HATCHBACK,Auckland,Auckland,Hatchback,2019,79000,Hybrid,Automatic,1800.0,0,5,Blue,Corolla,Hybrid G-MODEL SPORT HATCHBACK,Toyota,21490,9.975342989636555
2022 Toyota Hiace 10 Seater GL,Canterbury,Christchurch,Van,2022,80664,Petrol,Automatic,2700.0,0,10,Silver,Hiace,10 Seater GL,Toyota,45990,10.73617926053397
2023 Toyota RAV4 GX 2.5 Ltr Hybrid 4WD,Auckland,Auckland,RV/SUV,2023,55690,Hybrid,Automatic,2487.0,0,5,Blue,RAV4,GX 2.5 Ltr Hybrid 4WD,Toyota,39990,10.596384701840863
2017 Toyota C-HR Hybrid S,Canterbury,,RV/SUV,2017,68000,Petrol,Automatic,1800.0,0,5,Silver,C-HR,Hybrid S,Toyota,22990,10.042814617757227
"2017 Toyota Aqua Cross,G leather, Super low ks...",Auckland,Auckland,Hatchback,2017,21088,Hybrid,Automatic,1500.0,0,5,Grey,Aqua,"Cross,G leather, Super low ks as new",Toyota,17990,9.79757132694458
2019 Toyota C-HR 1.8L Hybrid G 2WD SUV,Auckland,Auckland,RV/SUV,2019,72231,Hybrid,Automatic,1798.0,0,5,White,C-HR,1.8L Hybrid G 2WD SUV,Toyota,32990,10.403959764222627
"2014 Toyota Prius S MODEL, REVERSING CAMERA",Auckland,Auckland,Hatchback,2014,68800,Hybrid,Automatic,1800.0,0,5,Wine Red,Prius,"S MODEL, REVERSING CAMERA",Toyota,12995,9.47231994707559
2021 Toyota Yaris Cross 1.5 Hybrid Z 5 Dr SUV,Auckland,Manuaku City,Hatchback,2021,44130,Hybrid,Automatic,1490.0,0,5,Red,Yaris,Cross 1.5 Hybrid Z 5 Dr SUV,Toyota,34888,10.459898209522603
2020 Toyota Yaris 1.5L Hybrid Z 2WD,Auckland,Auckland,Hatchback,2020,69565,Hybrid,Automatic,1490.0,0,5,Green,Yaris,1.5L Hybrid Z 2WD,Toyota,24350,10.100287128510736
2020 Toyota Corolla Sport 1.8L Hybrid G 2WD Hat...,Auckland,Auckland,Hatchback,2020,49402,Hybrid,Automatic,1798.0,0,0,White,Corolla,Sport 1.8L Hybrid G 2WD Hatchback,Toyota,30350,10.320551796487644
2023 Toyota Yaris Cross Limited 1.5P Hybrid SUV...,Auckland,Pukekohe,RV/SUV,2023,29358,Hybrid,Automatic,1490.0,0,5,Arctic Dawn,Yaris,Cross Limited 1.5P Hybrid SUV - NZ NEW,Toyota,34490,10.448424705930886
2013 Toyota Aqua Welcab - Swing Out Seat,Waikato,Hamilton,Hatchback,2013,71000,Hybrid,Automatic,1500.0,0,5,Blue,Aqua,Welcab - Swing Out Seat,Toyota,14985,9.614804979750764
2016 Toyota Aqua X-URBAN,Canterbury,Christchurch,Hatchback,2016,34000,Hybrid,Automatic,1500.0,0,0,Red,Aqua,X-URBAN,Toyota,16990,9.740380214665977
2018 Toyota Hiace 4WD 2.8 Turbo Diesel 5 Doors,Wellington,Wellington,Van,2018,100415,Diesel,Automatic,2754.0,0,3,White,Hiace,4WD 2.8 Turbo Diesel 5 Doors,Toyota,31949,10.371896160411321
2019 Toyota Corolla Touring Hybrid,Auckland,,Station Wagon,2019,98844,Hybrid,Automatic,1797.0,0,5,Blue,Corolla,Touring Hybrid,Toyota,16984,9.740027003383092
2014 Toyota Corolla Fielder Hybrid G/ Push Star...,Auckland,Auckland,Station Wagon,2014,78205,Hybrid,Automatic,1500.0,0,5,Blue,Corolla,Fielder Hybrid G/ Push Start/ Reverse Camera,Toyota,13949,9.543163100092235
2015 Toyota Vitz 1.3F Smart Style/ Push Start/...,Auckland,Auckland,Hatchback,2015,59359,Petrol,Automatic,1300.0,0,5,White,Vitz,1.3F Smart Style/ Push Start/ Nice Interior,Toyota,11949,9.388402871849754
2016 Toyota Prius S Touring Selection/ Alloy Wh...,Auckland,Auckland,Sedan,2016,77323,Hybrid,Automatic,1800.0,0,5,Red,Prius,S Touring Selection/ Alloy Wheels/ Cruise Control/ Reverse Camera,Toyota,18949,9.849506438669614
2015 Toyota Aqua S Model/ Push Start/ Reverse C...,Auckland,Auckland,Hatchback,2015,58246,Hybrid,Automatic,1500.0,0,5,Red,Aqua,S Model/ Push Start/ Reverse Camera/ Facelift/ Low KMS,Toyota,12949,9.46877384406884
2015 Toyota Prius G Model/ Reverse Camera/ Crui...,Auckland,Auckland,Hatchback,2015,95418,Hybrid,Automatic,1800.0,0,5,White,Prius,G Model/ Reverse Camera/ Cruise Control,Toyota,13949,9.543163100092235
2017 Toyota Prius E Model/ Steering Wheel Contr...,Auckland,Auckland,Hatchback,2017,92907,Hybrid,Automatic,1800.0,0,5,Silver,Prius,E Model/ Steering Wheel Controls/ Push Start,Toyota,17949,9.795289682058142
2014 Toyota Aqua S Model/ Push Start,Auckland,Auckland,Hatchback,2014,111310,Hybrid,Automatic,1496.0,0,5,Purple,Aqua,S Model/ Push Start,Toyota,7949,8.980801413573113
2019 Toyota Corolla Sport 1.8 Ltr Hybrid,Auckland,Auckland,Hatchback,2019,76540,Hybrid,Automatic,1797.0,0,5,Orange,Corolla,Sport 1.8 Ltr Hybrid,Toyota,28490,10.257308427491955
"2016 Toyota Prius Nice colour, Camchain, nice n...",Auckland,Auckland,Hatchback,2016,81932,Hybrid,Automatic,1800.0,0,5,White,Prius,"Nice colour, Camchain, nice n tidy",Toyota,16200,9.692766521220475
2014 Toyota Prius G,Auckland,Auckland,Hatchback,2014,113196,Petrol,Automatic,1790.0,0,5,Red,Prius,G,Toyota,10989,9.304650051446924
2016 Toyota Hiace 9 Seat ZL 3.0DT,Canterbury,Christchurch,Van,2016,160704,Diesel,Automatic,3000.0,0,9,Silver,Hiace,9 Seat ZL 3.0DT,Toyota,29990,10.308619271743055
2017 Toyota Hiace ZX TD 3.0DT/4AT,Canterbury,Christchurch,Van,2017,213945,Diesel,Automatic,3000.0,0,2,White,Hiace,ZX TD 3.0DT/4AT,Toyota,29990,10.308619271743055
2022 Toyota Highlander Limited 3.5 Ltr Petrol A...,Auckland,Auckland,RV/SUV,2022,59175,Petrol,Automatic,3456.0,0,7,Silver,Highlander,Limited 3.5 Ltr Petrol AWD 7 Seater,Toyota,53950,10.895812970686281
2023 Toyota RAV4 GX 2.5L Hybrid AWD SUV,Auckland,Auckland,RV/SUV,2023,41808,Hybrid,Automatic,2487.0,0,5,Graphite,RAV4,GX 2.5L Hybrid AWD SUV,Toyota,42800,10.664293381569887
2024 Toyota Camry Zr,Wellington,Upper Hutt City,Sedan,2024,24500,Hybrid,Automatic,2487.0,0,5,Red,Camry,Zr,Toyota,45500,10.725467604939041
2012 Toyota Corolla Fielder,Auckland,Auckland City,Station Wagon,2012,97000,Petrol,Manual,1490.0,0,0,Silver,Corolla,Fielder,Toyota,12690,9.448569560708433
"2023 Toyota Aqua Newshape,Keyless, Low ks, Very...",Auckland,Auckland,Hatchback,2023,32160,Hybrid,Automatic,1500.0,0,5,White,Aqua,"Newshape,Keyless, Low ks, Very Rare",Toyota,23480,10.063904273942033
2012 Toyota Prius 1.8S Hybrid Camchain,Auckland,Auckland,Hatchback,2012,112494,Hybrid,Automatic,1800.0,0,5,Silver,Prius,1.8S Hybrid Camchain,Toyota,8888,9.092457331319466
2013 Toyota Aqua HYBRID,Auckland,Auckland,Hatchback,2013,86302,Hybrid,Automatic,1496.0,0,5,Orange,Aqua,HYBRID,Toyota,7984,8.9851948179913
2023 Toyota RAV4 Gx 2.5Ph 4WD,Auckland,Auckland,RV/SUV,2023,57678,Hybrid,Automatic,2487.0,0,5,Red,RAV4,Gx 2.5Ph 4WD,Toyota,46990,10.757690092096862
"2020 Toyota Aqua Facelift,Push Start, Super low...",Auckland,Auckland,Hatchback,2020,63860,Hybrid,Automatic,1500.0,0,5,Black,Aqua,"Facelift,Push Start, Super low ks as new",Toyota,17490,9.769384568012647
2018 Toyota RAV4 Gx Suv 2.0P/Cvt/Sw/5,Auckland,Auckland,RV/SUV,2018,40030,Petrol,Automatic,1986.0,0,5,Red,RAV4,Gx Suv 2.0P/Cvt/Sw/5,Toyota,28480,10.256957365525912
2016 Toyota Land Cruiser Prado Gx 2.8D 4wd,Auckland,Auckland,RV/SUV,2016,118159,Diesel,Automatic,2755.0,0,7,White,Land Cruiser Prado,Gx 2.8D 4wd,Toyota,51480,10.848948661710063
2023 Toyota Hilux SR5 2.8 Ltr Turbo- Diesel 4WD...,Auckland,Auckland,Ute,2023,27482,Diesel,Automatic,2755.0,0,5,White,Hilux,SR5 2.8 Ltr Turbo- Diesel 4WD AUTO,Toyota,58990,10.98512321699712
2023 Toyota Camry GX 2.5 Ltr Hybrid Sedan,Auckland,Auckland,Sedan,2023,23424,Hybrid,Automatic,2487.0,0,5,Red,Camry,GX 2.5 Ltr Hybrid Sedan,Toyota,36490,10.504793529430493
2023 Toyota Camry Gx 2.5 Petrol Hybrid,Auckland,Auckland,Sedan,2023,23129,Hybrid,Automatic,2487.0,0,5,Silver,Camry,Gx 2.5 Petrol Hybrid,Toyota,36700,10.510532034042662
2021 Toyota Hilux SR5 Cruiser 2.8L Diesel Turbo...,Auckland,Auckland,Ute,2021,52813,Diesel,Automatic,2755.0,0,5,Nebula Blue,Hilux,SR5 Cruiser 2.8L Diesel Turbo 4WD Ute,Toyota,57800,10.96474405466047
2019 Toyota C-HR G-Spec Hybrid,Canterbury,Christchurch,Hatchback,2019,32421,Hybrid,Automatic,1797.0,0,0,Silver,C-HR,G-Spec Hybrid,Toyota,28990,10.274706221915702
2024 Toyota RAV4 Gx 2.5Ph 4Wd,Auckland,Auckland,RV/SUV,2024,15015,Hybrid,Automatic,2487.0,0,5,Blue,RAV4,Gx 2.5Ph 4Wd,Toyota,45990,10.73617926053397
2021 Toyota Hiace Zx Minibus 2.8Dt,Auckland,Auckland,Van,2021,86237,Diesel,Automatic,2755.0,0,10,White,Hiace,Zx Minibus 2.8Dt,Toyota,65990,11.097258494377467
2025 Toyota Hilux SR 2.8DT 6MT 4WD DCC/4D/5S (L...,Hawke's Bay,Hastings,Ute,2025,250,Diesel,Manual,2755.0,0,5,Glacier White,Hilux,SR 2.8DT 6MT 4WD DCC/4D/5S (LFDMC-TI2),Toyota,64995,11.08206562284212
2018 Toyota Prius S Safety Plus,Auckland,Auckland,Hatchback,2018,97118,Hybrid,Automatic,1800.0,0,5,Silver,Prius,S Safety Plus,Toyota,16949,9.737964114018055
2014 Toyota Aqua 1.5P Hybrid G Hatch,Auckland,Manuaku City,Hatchback,2014,28694,Hybrid,Automatic,1497.0,0,0,Red,Aqua,1.5P Hybrid G Hatch,Toyota,15888,9.673319386284954
"2014 Toyota Prius ALPHA, 7 SEATER, CAMERA, LOW...",Auckland,Auckland,Station Wagon,2014,76500,Hybrid,Automatic,1800.0,0,7,Pearl,Prius,"ALPHA, 7 SEATER, CAMERA, LOW 76KM SALE!",Toyota,15450,9.645364282325891
2022 Toyota RAV4 NZ NEW | GX HYBRID 2.5PH 4WD,Canterbury,Christchurch,RV/SUV,2022,70600,Hybrid,Automatic,2487.0,0,5,White,RAV4,NZ NEW | GX HYBRID 2.5PH 4WD,Toyota,39990,10.596384701840863
2012 Toyota Prius G Alpha Hybrid / Low 60kms,Waikato,Hamilton,Hatchback,2012,60000,Hybrid,Automatic,1800.0,0,5,Silver,Prius,G Alpha Hybrid / Low 60kms,Toyota,14985,9.614804979750764
2017 Toyota Corolla Aixo Hybrid,Auckland,,Sedan,2017,48500,Hybrid,Automatic,1500.0,0,5,Arctic White,Corolla,Aixo Hybrid,Toyota,14495,9.581559041355757
2017 Toyota Corolla Aixo Hybrid,Auckland,,Sedan,2017,23000,Hybrid,Automatic,1500.0,0,5,Arctic White,Corolla,Aixo Hybrid,Toyota,15995,9.680031452383618
2022 Toyota Corolla GX 1.8 Ltr Hybrid,Auckland,Auckland,Hatchback,2022,45965,Hybrid,Automatic,1798.0,0,5,White,Corolla,GX 1.8 Ltr Hybrid,Toyota,27990,10.2396025825095
2023 Toyota Prius G Spec 2.0 Ltr Hybrid,Auckland,Auckland,Hatchback,2023,510,Hybrid,Automatic,1986.0,0,0,White,Prius,G Spec 2.0 Ltr Hybrid,Toyota,44990,10.714195521835219
2023 Toyota Camry SX 2.5 Ltr Hybrid Sedan,Auckland,Auckland,Sedan,2023,15047,Hybrid,Automatic,2487.0,0,5,Red,Camry,SX 2.5 Ltr Hybrid Sedan,Toyota,41990,10.645186773678239
2023 Toyota C-HR 1.8 Ltr Hybrid SUV,Auckland,Auckland,RV/SUV,2023,52791,Hybrid,Automatic,1798.0,0,5,Grey,C-HR,1.8 Ltr Hybrid SUV,Toyota,34990,10.462817585361734
2024 Toyota Highlander Limited ZR 2.5 Ltr Hybri...,Auckland,Auckland,RV/SUV,2024,5086,Hybrid,Automatic,2487.0,0,7,Grey,Highlander,Limited ZR 2.5 Ltr Hybrid AWD SUV,Toyota,84990,11.350288881492672
2020 Toyota RAV4 GX 2.5PH 4WD,Auckland,Manuaku City,Station Wagon,2020,85547,Hybrid,Automatic,2487.0,0,5,Silver,RAV4,GX 2.5PH 4WD,Toyota,34888,10.459898209522603
2020 Toyota C-HR 1.8P/Hybrid G Spec,Auckland,Auckland,Hatchback,2020,84706,Hybrid,Automatic,1797.0,0,0,Yellow,C-HR,1.8P/Hybrid G Spec,Toyota,32990,10.403959764222627
2024 Toyota Yaris Cross GR 1.5 Ltr Hybrid SUV,Auckland,Auckland,RV/SUV,2024,8259,Hybrid,Automatic,1490.0,0,5,White,Yaris,Cross GR 1.5 Ltr Hybrid SUV,Toyota,39990,10.596384701840863
2021 Toyota Yaris GX 1.5L Hybrid 2WD Hatchback,Auckland,Auckland,Hatchback,2021,84044,Hybrid,Automatic,1490.0,0,5,Eclectic Blue,Yaris,GX 1.5L Hybrid 2WD Hatchback,Toyota,23990,10.08539235583374
"2014 Toyota Prius ALPHA, 7 SEATER, CAMERA, LOW...",Auckland,Auckland,Station Wagon,2014,77500,Hybrid,Automatic,1800.0,0,7,Pearl,Prius,"ALPHA, 7 SEATER, CAMERA, LOW 77KM SALE!",Toyota,14950,9.612466578818832
2024 Toyota RAV4 GX 2.5L Hybrid AWD SUV,Auckland,Auckland,RV/SUV,2024,23208,Hybrid,Automatic,2487.0,0,5,Glacier White,RAV4,GX 2.5L Hybrid AWD SUV,Toyota,45990,10.73617926053397
2021 Toyota RAV4 GX 2.0L Petrol 2WD SUV,Auckland,Auckland,RV/SUV,2021,31132,Petrol,Automatic,1987.0,0,5,Silver Sky,RAV4,GX 2.0L Petrol 2WD SUV,Toyota,33990,10.433821642690162
2019 Toyota Corolla GX 2.0L Petrol 2WD Hatchback,Auckland,Auckland,Hatchback,2019,127292,Petrol,Automatic,1987.0,0,5,Glacier White,Corolla,GX 2.0L Petrol 2WD Hatchback,Toyota,19990,9.902987427494446
2019 Toyota RAV4 G LIMITED HYBRID,Auckland,Auckland,Station Wagon,2019,28521,Hybrid,Automatic,2487.0,0,5,Red,RAV4,G LIMITED HYBRID,Toyota,39990,10.596384701840863
2013 Toyota Prius Hybrid,Waikato,Hamilton,Hatchback,2013,63518,Hybrid,Automatic,1797.0,0,5,Red,Prius,Hybrid,Toyota,9984,9.208739090609209
2012 Toyota Prius Hybrid,Waikato,Hamilton,Hatchback,2012,112479,Hybrid,Automatic,1797.0,0,5,White,Prius,Hybrid,Toyota,8984,9.10320049641828
2013 Toyota Prius Hybrid,Auckland,,Hatchback,2013,59793,Hybrid,Automatic,1797.0,0,5,Green,Prius,Hybrid,Toyota,10984,9.304194947447806
2012 Toyota Aqua HYBRID,Auckland,,Hatchback,2012,81575,Hybrid,Automatic,1496.0,0,5,Black,Aqua,HYBRID,Toyota,7984,8.9851948179913
2014 Toyota Aqua HYBRID,Auckland,,Hatchback,2014,137992,Hybrid,Automatic,1496.0,0,5,Silver,Aqua,HYBRID,Toyota,6984,8.851377097519439
2022 Toyota Land Cruiser Prado Vx 2.8D 4WD,Auckland,Auckland,RV/SUV,2022,56500,Diesel,Automatic,2755.0,0,7,White,Land Cruiser Prado,Vx 2.8D 4WD,Toyota,70790,11.167473026768235
2023 Toyota Camry Gx 2.5Ph,Auckland,Auckland,Sedan,2023,37950,Hybrid,Automatic,2487.0,0,5,White,Camry,Gx 2.5Ph,Toyota,36990,10.5184028848265
2021 Toyota Highlander Limited 2.5Ph 4Wd,Auckland,Auckland,RV/SUV,2021,88368,Hybrid,Automatic,2487.0,0,7,White,Highlander,Limited 2.5Ph 4Wd,Toyota,58990,10.98512321699712
2020 Toyota Hiace 2.8 TD 4WD,Canterbury,Christchurch,Van,2020,129109,Diesel,Automatic,2800.0,0,6,White,Hiace,2.8 TD 4WD,Toyota,38990,10.571060481976643
2015 Toyota Corolla GX 1.5P Wagon,Auckland,Manuaku City,Station Wagon,2015,100470,Petrol,Automatic,1497.0,0,5,Silver Pearl,Corolla,GX 1.5P Wagon,Toyota,12888,9.464051924856811
2014 Toyota Aqua 1.5P Hybrid S,Auckland,Manuaku City,Hatchback,2014,31155,Hybrid,Automatic,1496.0,0,0,Red,Aqua,1.5P Hybrid S,Toyota,15488,9.64782080951636
2012 Toyota Prius Hybrid,Waikato,Hamilton,Hatchback,2012,112766,Hybrid,Automatic,1797.0,0,5,Silver,Prius,Hybrid,Toyota,7984,8.9851948179913
2019 Toyota RAV4 4WD G HYBRID LEATHER SUNROOF L...,Auckland,Auckland,RV/SUV,2019,85000,Hybrid,Automatic,2500.0,0,5,Black,RAV4,4WD G HYBRID LEATHER SUNROOF LOW 85KM!,Toyota,37850,10.541386258865595
2017 Toyota C-HR HYBRID SUPER LOW 38KMS SALE!!!,Auckland,Auckland,RV/SUV,2017,38500,Hybrid,Automatic,1800.0,0,5,Black,C-HR,HYBRID SUPER LOW 38KMS SALE!!!,Toyota,24450,10.104385494903019
2023 Toyota Highlander Gxl 2.5Ph/4Wd/Hd,Auckland,Auckland,RV/SUV,2023,27666,Hybrid,Automatic,2487.0,0,7,White,Highlander,Gxl 2.5Ph/4Wd/Hd,Toyota,59990,11.00193316064714
2022 Toyota Corolla GX 1.8 Ltr Hybrid,Auckland,Auckland,Hatchback,2022,51200,Hybrid,Automatic,1798.0,0,5,Silver,Corolla,GX 1.8 Ltr Hybrid,Toyota,26950,10.201738576337144
2023 Toyota Hiace ZR GVN 2.8 Ltr Diesel Turbo,Auckland,Auckland,Van,2023,10936,Diesel,Automatic,2755.0,0,2,White,Hiace,ZR GVN 2.8 Ltr Diesel Turbo,Toyota,51950,10.858036996527373
2019 Toyota Hilux SR TD DC 2.8D/6AT,Auckland,Auckland,Ute,2019,159030,Diesel,Automatic,2800.0,0,5,White,Hilux,SR TD DC 2.8D/6AT,Toyota,34995,10.46296047312364
2024 Toyota Hiace ZR 2.8L Diesel Van,Auckland,Auckland,Van,2024,1517,Diesel,Automatic,2755.0,0,2,Quicksilver,Hiace,ZR 2.8L Diesel Van,Toyota,58900,10.983596369639677
2018 Toyota C-HR HYBRID G LED EDITION,Auckland,Auckland,RV/SUV,2018,115983,Hybrid,Automatic,1800.0,0,5,White,C-HR,HYBRID G LED EDITION,Toyota,23995,10.085600754292345
2013 Toyota Corolla FIELDER HYBRID G AERO TOURER,Auckland,Auckland,Station Wagon,2013,139850,Hybrid,Automatic,1500.0,0,5,Black,Corolla,FIELDER HYBRID G AERO TOURER,Toyota,11995,9.392245175273795
2024 Toyota Land Cruiser Prado ADV 2.8L Diesel...,Auckland,Auckland,RV/SUV,2024,7334,Hybrid,Automatic,2755.0,0,7,Smoky Blue,Land Cruiser Prado,ADV 2.8L Diesel Hybrid 7 Seater SUV,Toyota,103000,11.542484267211773
2017 Toyota Camry NZ NEW Atara Sl 2.5Ph/Cvt/S,Canterbury,Christchurch,Sedan,2017,27800,Hybrid,Automatic,2494.0,0,5,Grey,Camry,NZ NEW Atara Sl 2.5Ph/Cvt/S,Toyota,29990,10.308619271743055
2020 Toyota Hilux Sr5 Cruiser Td Dc 2.,Wellington,Lower Hutt,Ute,2020,57429,Diesel,Automatic,2755.0,0,5,Grey,Hilux,Sr5 Cruiser Td Dc 2.,Toyota,39990,10.596384701840863
2023 Toyota Corolla SX 1.8L Hybrid Hatchback,Auckland,Auckland,Hatchback,2023,40375,Hybrid,Automatic,1798.0,0,5,Frosted White,Corolla,SX 1.8L Hybrid Hatchback,Toyota,29990,10.308619271743055
2018 Toyota Hilux 4WD SR5 2.8DT DOUBLE CAB UTE 6AT,Auckland,Manuaku City,Ute,2018,77317,Diesel,Automatic,2755.0,0,5,Glacier White,Hilux,4WD SR5 2.8DT DOUBLE CAB UTE 6AT,Toyota,42888,10.666347345507374
2017 Toyota Aqua 1.5L Petrol Hybrid,Auckland,Manukau City,Hatchback,2017,122012,Hybrid,Automatic,1496.0,0,0,Silver,Aqua,1.5L Petrol Hybrid,Toyota,12990,9.471935109664646
"2013 Toyota Aqua S Model, Push Start, Reverse C...",Wellington,Wellington,Hatchback,2013,72445,Hybrid,Automatic,1496.0,0,5,White,Aqua,"S Model, Push Start, Reverse Camera",Toyota,10949,9.301003406873425
"2012 Toyota Aqua G Model, Push Start, Reverse C...",Wellington,Wellington,Hatchback,2012,74206,Hybrid,Automatic,1496.0,0,0,Blue,Aqua,"G Model, Push Start, Reverse Camera",Toyota,10949,9.301003406873425
2024 Toyota Land Cruiser Prado Adventure Hybrid,Hawke's Bay,Hastings,RV/SUV,2024,2150,Hybrid,Automatic,2755.0,0,7,Frosted White,Land Cruiser Prado,Adventure Hybrid,Toyota,103995,11.5520981000447
2018 Toyota C-HR HYBRID SUPER LOW 53KMS SALE!!!,Auckland,Auckland,RV/SUV,2018,53500,Hybrid,Automatic,1800.0,0,5,Black,C-HR,HYBRID SUPER LOW 53KMS SALE!!!,Toyota,24450,10.104385494903019
2024 Toyota C-HR GXL 1.8P Hybrid SUV,Gisborne,Gisborne,RV/SUV,2024,2392,Hybrid,Automatic,1798.0,0,5,Graphite,C-HR,GXL 1.8P Hybrid SUV,Toyota,49995,10.819678279409949
2021 Toyota C-HR HYBRID G MODE NERO,Waikato,Hamilton,RV/SUV,2021,131396,Hybrid,Automatic,1800.0,0,0,Blue,C-HR,HYBRID G MODE NERO,Toyota,27999,10.239924074233857
2014 Toyota Aqua S,Auckland,Auckland,Hatchback,2014,129024,Petrol,Automatic,1490.0,0,5,Silver,Aqua,S,Toyota,7289,8.894121641382213
2012 Toyota Prius S,Auckland,Auckland,Hatchback,2012,100203,Petrol,Automatic,1790.0,0,5,Purple,Prius,S,Toyota,8989,9.103756886573398
2012 Toyota Aqua Hybrid,Auckland,Auckland,Hatchback,2012,89229,Petrol,Automatic,1490.0,0,5,Orange,Aqua,Hybrid,Toyota,7989,8.985820874482043
2012 Toyota Aqua S,Auckland,Auckland,Hatchback,2012,85337,Hybrid,Automatic,1500.0,0,5,Pale White,Aqua,S,Toyota,7989,8.985820874482043
2012 Toyota Aqua S,Auckland,Auckland,Hatchback,2012,109873,Petrol,Automatic,1490.0,0,5,Red,Aqua,S,Toyota,7489,8.921190556249368
2013 Toyota Aqua G BLACKSOFTLEATHERSELECTION,Auckland,Auckland,Hatchback,2013,109944,Petrol,Automatic,1500.0,0,5,Red,Aqua,G BLACKSOFTLEATHERSELECTION,Toyota,7989,8.985820874482043
2016 Toyota Aqua Facelift Model S,Auckland,Auckland,Hatchback,2016,111889,Petrol,Automatic,1500.0,0,5,Grey,Aqua,Facelift Model S,Toyota,9489,9.15788851197376
2014 Toyota Yaris GX Hatch,Gisborne,Gisborne,Hatchback,2014,147175,Petrol,Automatic,1298.0,0,5,Silver Pearl,Yaris,GX Hatch,Toyota,8990,9.103868127465667
2023 Toyota Hiace Jumbo 2.8TD 4WD GL,Canterbury,Christchurch,Van,2023,25390,Diesel,Automatic,2800.0,0,5,Silver,Hiace,Jumbo 2.8TD 4WD GL,Toyota,66990,11.112298633502313
2025 Toyota Hilux SR5 Doublecab Auto 4WD,Hawke's Bay,Hastings,Ute,2025,544,Hybrid,Automatic,2755.0,0,5,Tensile Silver,Hilux,SR5 Doublecab Auto 4WD,Toyota,62995,11.05081063714473
2015 Toyota Aqua Hybrid,Auckland,Auckland City,Hatchback,2015,116958,Hybrid,Automatic,1490.0,0,0,White,Aqua,Hybrid,Toyota,8700,9.071078304642676
