Title,Region,Suburb,BodyStyle,Year,Odometer,Fuel,Transmission,EngineSize,Cylinders,Seats,ExteriorColour,Model,ModelDetail,Make,Price,LogPrice
2015 Toyota Aqua,Bay of Plenty,Tauranga,Hatchback,2015,83000,Hybrid,Automatic,1496.0,0,0,Orange,Aqua,,Toyota,10950,9.301094735244646
2015 Toyota RAV4 Gxl Suv,Auckland,North Shore,RV/SUV,2015,147000,Petrol,Automatic,2494.0,0,5,White,RAV4,Gxl Suv,Toyota,16900,9.735068900911164
2017 Toyota Camry Gl,Canterbury,Christchurch City,Sedan,2017,236000,Petrol,Automatic,2494.0,0,5,White,Camry,Gl,Toyota,8999,9.104868739033948
2015 Toyota Aqua,Nelson Bays,Motueka,Hatchback,2015,149900,Hybrid,Automatic,1490.0,0,0,White,Aqua,,Toyota,7800,8.961879012677683
2012 Toyota Camry Atara S,Northland,Paihia,Sedan,2012,237000,Petrol,Automatic,2494.0,0,5,White,Camry,Atara S,Toyota,5300,8.575462099540212
2015 Toyota Prius,Auckland,Auckland City,Hatchback,2015,68980,Hybrid,Automatic,1797.0,0,0,White,Prius,,Toyota,13999,9.546741177474825
2016 Toyota Yaris Gx,Auckland,Albany,Hatchback,2016,49087,Petrol,Automatic,1299.0,4,5,Blue,Yaris,Gx,Toyota,13880,9.538204234060796
2012 Toyota Yaris Yr,Auckland,Manukau,Hatchback,2012,133000,Petrol,Automatic,1298.0,0,5,Black,Yaris,Yr,Toyota,6950,8.846496938558838
2017 Toyota C-HR Hybrid,Wellington,Wellington City,Hatchback,2017,84000,Hybrid,Automatic,1797.0,0,0,Black,C-HR,Hybrid,Toyota,23000,10.043249494911286
2019 Toyota Corolla Touring WXB hybrid,Canterbury,Christchurch City,Station Wagon,2019,63000,Hybrid,Automatic,1790.0,4,5,White,Corolla,Touring WXB hybrid ,Toyota,24999,10.126591103050316
2013 Toyota Hiace Regius Ace,Canterbury,Halswell,Van,2013,195500,Petrol,,1998.0,0,0,White,Hiace,Regius Ace,Toyota,17000,9.740968623038354
2017 Toyota Prius,Bay of Plenty,Papamoa,Hatchback,2017,109000,Hybrid,,1797.0,0,0,Silver,Prius,,Toyota,16500,9.711115659888671
2016 Toyota Hilux Sr5 Td Dc,Waikato,Hamilton,Ute,2016,144000,Diesel,Automatic,2755.0,0,5,Grey,Hilux,Sr5 Td Dc,Toyota,33999,10.434086391401058
2014 Toyota Yaris Gx,Wellington,Kapiti,Hatchback,2014,207400,Petrol,Automatic,1299.0,0,5,Black,Yaris,Gx,Toyota,7500,8.922658299524402
2018 Toyota Prius,Auckland,New Lynn,Hatchback,2018,69100,Hybrid,Automatic,1797.0,0,0,White,Prius,,Toyota,19000,9.852194258148577
2012 Toyota 86,Nelson Bays,Motueka,Coupe,2012,147000,Petrol,Automatic,1990.0,0,0,Red,86,,Toyota,16800,9.72913416539135
2018 Toyota Hiace Zl Td,Wellington,Kapiti,Van,2018,135000,Diesel,Manual,2982.0,0,2,Silver,Hiace,Zl Td,Toyota,30000,10.308952660644293
2017 Toyota Highlander Gxl,Auckland,Auckland City,RV/SUV,2017,45000,Petrol,Automatic,3456.0,0,7,Black,Highlander,Gxl,Toyota,45000,10.714417768752456
2018 Toyota Land Cruiser Prado,Auckland,Albany,RV/SUV,2018,43860,Diesel,Automatic,2754.0,4,5,White,Land Cruiser Prado,,Toyota,55990,10.932928382342938
2016 Toyota Hilux S Td Ec,Nelson Bays,Nelson,Ute,2016,153000,Diesel,Manual,2755.0,0,4,White,Hilux,S Td Ec,Toyota,18000,9.798127036878302
2014 Toyota Camry Gl,Waikato,Hamilton,Sedan,2014,126000,Petrol,Automatic,2494.0,0,5,Red,Camry,Gl,Toyota,9500,9.159047077588632
2019 Toyota Aqua Hybrid,Auckland,Auckland City,Hatchback,2019,120483,Hybrid,Automatic,1496.0,0,0,Silver,Aqua,Hybrid,Toyota,11200,9.323669057283185
2012 Toyota Prius Alpha,Manawatu,Palmerston North,Station Wagon,2012,88000,Hybrid,Automatic,1797.0,0,0,White,Prius,Alpha,Toyota,11500,9.350102314351341
2014 Toyota Prius,Auckland,North Shore,Hatchback,2014,265000,Hybrid,Automatic,1790.0,0,0,Silver,Prius,,Toyota,5999,8.699348067653093
2016 Toyota Prius,Wellington,Lower Hutt City,Hatchback,2016,111111,Hybrid,Automatic,1797.0,0,0,White,Prius,,Toyota,14999,9.61573881119536
2014 Toyota Highlander Gxl,Auckland,Warkworth,RV/SUV,2014,199941,Petrol,Automatic,3456.0,4,7,Grey,Highlander,Gxl,Toyota,23000,10.043249494911286
2014 Toyota Camry I-Tech,Auckland,Auckland City,Sedan,2014,413000,Hybrid,Automatic,2494.0,0,5,White,Camry,I-Tech,Toyota,6300,8.748304912379623
2020 Toyota Prius Plug-in Hybrid New Shape,Auckland,Auckland City,Hatchback,2020,75023,Plug-in hybrid,Automatic,1797.0,4,5,Black,Prius,Plug-in Hybrid New Shape,Toyota,22995,10.043032079974024
2018 Toyota Corolla Gx,Canterbury,Selwyn,Sedan,2018,122200,Petrol,Automatic,1798.0,0,5,White,Corolla,Gx,Toyota,13500,9.51044496442652
2015 Toyota Aqua Hybrid,Nelson Bays,Nelson,Hatchback,2015,146000,Hybrid,,1496.0,0,0,Silver,Aqua,Hybrid,Toyota,8000,8.987196820661973
2012 Toyota Corolla Glx,Waikato,Raglan,Hatchback,2012,170000,Petrol,Automatic,1798.0,0,5,Brown,Corolla,Glx,Toyota,8500,9.047821442478408
2016 Toyota Hiace Zl Td,Auckland,Auckland City,Van,2016,54500,Diesel,Manual,2982.0,0,5,White,Hiace,Zl Td,Toyota,28500,10.257659366256743
2015 Toyota Highlander Gxl,Auckland,Kumeu,RV/SUV,2015,240000,Petrol,Automatic,3456.0,0,7,Red,Highlander,Gxl,Toyota,18500,9.825526011066415
2020 Toyota RAV4 Gxl,Auckland,North Shore,RV/SUV,2020,33000,Hybrid,Automatic,2487.0,0,5,White,RAV4,Gxl,Toyota,39990,10.596384701840863
2014 Toyota Aqua,Auckland,Waitakere,Hatchback,2014,81000,Hybrid,Automatic,1496.0,0,0,Red,Aqua,,Toyota,9495,9.158520623246385
2023 Toyota Hilux Sr Td Dc,Auckland,Waitakere,Ute,2023,50000,Diesel,Automatic,2755.0,0,5,White,Hilux,Sr Td Dc,Toyota,35000,10.46310334047155
2020 Toyota Yaris Hybrid,Auckland,Waitakere,Hatchback,2020,39023,Hybrid,,1490.0,0,0,White,Yaris,Hybrid,Toyota,25500,10.146433731146518
2019 Toyota Land Cruiser Prado Vx,Waikato,Te Kuiti,RV/SUV,2019,56006,Diesel,Automatic,2755.0,0,7,Black,Land Cruiser Prado,Vx,Toyota,60000,11.002099841204238
2015 Toyota Vellfire Executive Pilot!! V6! 360 CAM,Auckland,North Shore,Van,2015,99500,Petrol,Automatic,3450.0,6,7,White,Vellfire,Executive Pilot!! V6! 360 CAMERA!,Toyota,37995,10.545209851103886
2019 Toyota Corolla Fielder Hybrid,Auckland,Papakura,Station Wagon,2019,105000,Hybrid,Automatic,1496.0,0,0,White,Corolla,Fielder Hybrid,Toyota,14000,9.546812608597396
2016 Toyota Prius Hybrid,Auckland,Manukau,Hatchback,2016,74700,Hybrid,Automatic,1797.0,0,0,Silver,Prius,Hybrid,Toyota,13900,9.539644119118783
2017 Toyota Corolla,Canterbury,Christchurch,Sedan,2017,197500,Petrol,Automatic,1800.0,0,5,Silver,Corolla,,Toyota,9950,9.205327830152639
2013 Toyota Prius,Canterbury,Christchurch City,Hatchback,2013,232751,Hybrid,Automatic,1790.0,0,0,Silver,Prius,,Toyota,6800,8.824677891164198
2017 Toyota C-HR G Model & Reversing Camera !,Auckland,Auckland,RV/SUV,2017,99360,Hybrid,Automatic,1800.0,0,5,Pearl White,C-HR,G Model & Reversing Camera !,Toyota,21500,9.975808214115753
2017 Toyota Vellfire 2.5X,Auckland,Auckland,Van,2017,99457,Petrol,Automatic,2500.0,0,8,Black,Vellfire,2.5X,Toyota,30950,10.340128278112742
2017 Toyota Aqua New Shape Special Price !,Auckland,Auckland,Hatchback,2017,117446,Hybrid,Automatic,1500.0,0,5,Pearl White,Aqua,New Shape Special Price !,Toyota,9500,9.159047077588632
2021 Toyota Hilux Wm Dc,Auckland,Manukau,Ute,2021,86000,Petrol,Automatic,2694.0,0,5,Blue,Hilux,Wm Dc,Toyota,31990,10.373178632943564
2014 Toyota Aqua Hybrid,Auckland,Hibiscus Coast,Hatchback,2014,127000,Hybrid,Automatic,1496.0,0,0,White,Aqua,Hybrid,Toyota,7750,8.955448122347393
2016 Toyota Aqua,Auckland,Manukau,Hatchback,2016,100000,Hybrid,Automatic,1490.0,0,0,Red,Aqua,,Toyota,11500,9.350102314351341
2017 Toyota RAV4 Gx Suv,Wellington,Lower Hutt City,RV/SUV,2017,125000,Petrol,Automatic,2494.0,0,5,Red,RAV4,Gx Suv,Toyota,19000,9.852194258148577
2016 Toyota Vitz Push start . Apply CarPlay stereo,Auckland,Onehunga,Hatchback,2016,49000,Petrol,Automatic,1320.0,4,5,Blue,Vitz,Push start . Apply CarPlay stereo!,Toyota,12800,9.457200449907708
2013 Toyota RAV4 Gxl Suv,Auckland,Auckland City,RV/SUV,2013,93000,Petrol,Automatic,1986.0,0,5,Grey,RAV4,Gxl Suv,Toyota,19999,9.903437551286085
2015 Toyota Corolla Auris,Otago,Wanaka,Hatchback,2015,71303,Petrol,Automatic,1496.0,0,0,,Corolla,Auris,Toyota,12990,9.471935109664646
2016 Toyota Hilux Sr5 Td Dc,Wellington,Wellington City,Ute,2016,80000,Diesel,Automatic,2755.0,0,5,Grey,Hilux,Sr5 Td Dc,Toyota,34500,10.448714603019452
2021 Toyota C-HR Gr Sport,Canterbury,Ashburton,RV/SUV,2021,40000,Hybrid,Automatic,1798.0,0,5,Red,C-HR,Gr Sport,Toyota,35999,10.49124643927466
2015 Toyota Prius Phv,Waikato,Raglan,Hatchback,2015,108000,Plug-in hybrid,Automatic,1797.0,0,0,White,Prius,Phv,Toyota,10995,9.305195902988862
2014 Toyota Prius,Bay of Plenty,Mt. Maunganui,Sedan,2014,76337,Hybrid,Automatic,1797.0,0,0,Silver,Prius,,Toyota,12000,9.392661928770137
2023 Toyota Corolla Cross GXL 2.0PH/HD,Wellington,Lower Hutt City,RV/SUV,2023,21000,Hybrid,Automatic,1987.0,4,5,BLUE,Corolla,Cross GXL 2.0PH/HD,Toyota,31200,10.348173373797573
2017 Toyota C-HR,Auckland,Auckland City,Station Wagon,2017,73500,Hybrid,Automatic,1797.0,0,0,White,C-HR,,Toyota,24999,10.126591103050316
2018 Toyota Aqua,Auckland,Auckland City,Hatchback,2018,108700,Hybrid,Automatic,1496.0,4,5,Silver,Aqua,,Toyota,12000,9.392661928770137
2012 Toyota Aqua,Auckland,Auckland City,Hatchback,2012,95980,Hybrid,Automatic,1496.0,0,0,Yellow,Aqua,,Toyota,9499,9.158941808890182
2014 Toyota Aqua,Nelson Bays,Nelson,Hatchback,2014,91000,Hybrid,Automatic,1490.0,0,0,Silver,Aqua,,Toyota,10995,9.305195902988862
2012 Toyota Prius,Auckland,Auckland City,Hatchback,2012,180000,Plug-in hybrid,Automatic,1790.0,0,0,Blue,Prius,,Toyota,20000,9.903487552536127
2012 Toyota Camry HYBRID,Wellington,Wellington City,Sedan,2012,245000,Hybrid,Automatic,2494.0,4,5,White,Camry,HYBRID,Toyota,6900,8.83927669058535
2017 Toyota Hiace Zx Td,Taranaki,New Plymouth,Van,2017,285000,Diesel,Automatic,2982.0,0,2,White,Hiace,Zx Td,Toyota,33000,10.404262840448617
2013 Toyota Prius Hybrid,Bay of Plenty,Tauranga,Station Wagon,2013,189222,Hybrid,Automatic,1797.0,0,0,Silver,Prius,Hybrid,Toyota,9000,9.104979856318357
2012 Toyota Aqua Hybrid,Wellington,Wellington City,Hatchback,2012,146000,Hybrid,Automatic,1496.0,0,0,White,Aqua,Hybrid,Toyota,8995,9.104424146384634
2019 Toyota Prius Hybrid,Wellington,Porirua,Hatchback,2019,102600,Hybrid,Automatic,1797.0,0,0,White,Prius,Hybrid,Toyota,21000,9.95227771670556
2016 Toyota Highlander Limited,Auckland,Auckland City,RV/SUV,2016,181000,Petrol,Automatic,3456.0,4,7,Black,Highlander,Limited,Toyota,26500,10.184900011974314
2019 Toyota Corolla Touring WxB,Auckland,Auckland City,Station Wagon,2019,70700,Hybrid,Automatic,1797.0,0,5,White,Corolla,Touring WxB,Toyota,24800,10.118598932153073
2014 Toyota Aqua,Wellington,Lower Hutt City,Hatchback,2014,157000,Hybrid,Automatic,1496.0,0,0,Blue,Aqua,,Toyota,7500,8.922658299524402
2020 Toyota Camry Sx,Auckland,Papakura,Sedan,2020,260000,Hybrid,Automatic,2487.0,0,5,White,Camry,Sx,Toyota,23999,10.085767441795337
2017 Toyota Corolla Hybrid,Auckland,New Lynn,Hatchback,2017,166000,Hybrid,Automatic,1798.0,0,5,White,Corolla,Hybrid,Toyota,16000,9.680344001221918
2016 Toyota Prius Hybrid,Auckland,Auckland City,Hatchback,2016,227786,Hybrid,Automatic,1795.0,0,0,Silver,Prius,Hybrid,Toyota,7500,8.922658299524402
2017 Toyota Hiace Zl Td,Wellington,Kapiti,Van,2017,104200,Diesel,Manual,2982.0,0,2,Silver,Hiace,Zl Td,Toyota,29990,10.308619271743055
2019 Toyota Hilux Sr Td Dc,Canterbury,Selwyn,Ute,2019,113000,Diesel,Automatic,2755.0,0,5,White,Hilux,Sr Td Dc,Toyota,37300,10.526748605631907
2017 Toyota Aqua,Canterbury,Christchurch City,Hatchback,2017,84000,Hybrid,,1496.0,0,0,Black,Aqua,,Toyota,11500,9.350102314351341
2020 Toyota C-HR Limited,Auckland,Manukau,RV/SUV,2020,82000,Hybrid,Automatic,1798.0,0,5,Red,C-HR,Limited,Toyota,27800,10.232791299678729
2014 Toyota Prius,Auckland,Papakura,Hatchback,2014,127000,Hybrid,Automatic,1797.0,0,0,Silver,Prius,,Toyota,11990,9.39182824802156
2020 Toyota Camry Sx,Auckland,Papakura,Sedan,2020,330000,Hybrid,Automatic,2487.0,4,5,White,Camry,Sx,Toyota,21999,9.998752276761909
2012 Toyota Hilux Td Dc,Bay of Plenty,Rotorua,Ute,2012,307000,Diesel,Manual,2982.0,0,5,White,Hilux,Td Dc,Toyota,27000,10.203592144986466
2015 Toyota Prius,Auckland,Manukau,Hatchback,2015,280000,Hybrid,Automatic,1797.0,0,0,White,Prius,,Toyota,6900,8.83927669058535
2015 Toyota Corolla Fielder,Auckland,Helensville,Hatchback,2015,76425,Hybrid,Automatic,1496.0,0,0,Orange,Corolla,Fielder,Toyota,14500,9.581903928408666
2022 Toyota Hilux Sr5 Td Dc,Northland,Mangawhai,Ute,2022,55041,Diesel,Automatic,2755.0,0,5,Orange,Hilux,Sr5 Td Dc,Toyota,47000,10.757902880692196
2015 Toyota Land Cruiser VX Limited,Northland,Kerikeri,RV/SUV,2015,168000,Diesel,Automatic,4461.0,0,7,Black,Land Cruiser,VX Limited,Toyota,75000,11.225243392518447
2024 Toyota Camry Gx,Auckland,Papakura,Sedan,2024,7500,Hybrid,Automatic,2487.0,0,5,Silver,Camry,Gx,Toyota,39900,10.594131602877955
2013 Toyota Aqua,Auckland,Auckland City,Hatchback,2013,138200,Hybrid,Automatic,1496.0,0,0,Grey,Aqua,,Toyota,9999,9.21024036697585
2013 Toyota Aqua,Auckland,Auckland City,Hatchback,2013,139000,Hybrid,Automatic,1496.0,0,0,Grey,Aqua,,Toyota,9999,9.21024036697585
2014 Toyota Camry I-Tech,Waikato,Hamilton,Sedan,2014,198000,Hybrid,Automatic,2494.0,0,5,Silver,Camry,I-Tech,Toyota,15500,9.648595302907339
2013 Toyota Corolla AURIS TRD 180G S,Canterbury,Christchurch City,Hatchback,2013,143000,Petrol,Automatic,1800.0,4,5,Black,Corolla,AURIS TRD 180G S,Toyota,12950,9.468851067127684
2013 Toyota Hilux Td Dc,Waikato,Hamilton,Ute,2013,175000,Diesel,Manual,2982.0,0,5,White,Hilux,Td Dc,Toyota,25999,10.165813354725493
2012 Toyota Yaris Yr,Northland,Kerikeri,Hatchback,2012,250000,Petrol,Manual,1298.0,0,5,Blue,Yaris,Yr,Toyota,4500,8.411832675758411
"2018 Toyota RAV4 GXL 2.0 AUTO,NZ SAT.NAV",Canterbury,Christchurch City,RV/SUV,2018,190500,Petrol,Automatic,2000.0,4,5,SILVER,RAV4,"GXL 2.0 AUTO,NZ SAT.NAV",Toyota,13680,9.523690191176541
2020 Toyota Highlander Gxl,Manawatu,Palmerston North,RV/SUV,2020,37000,Petrol,Automatic,3456.0,0,7,Black,Highlander,Gxl,Toyota,45000,10.714417768752456
2015 Toyota Corolla Gx,Northland,Kerikeri,Station Wagon,2015,259000,Petrol,Manual,1496.0,0,5,White,Corolla,Gx,Toyota,7500,8.922658299524402
2018 Toyota RAV4 Ltd Suv,Manawatu,Palmerston North,RV/SUV,2018,61753,Petrol,Automatic,1986.0,0,5,Grey,RAV4,Ltd Suv,Toyota,29250,10.283634852660002
2014 Toyota Highlander Ltd Wgn5,Northland,Whangarei,RV/SUV,2014,216475,Petrol,Automatic,3456.0,0,7,Purple,Highlander,Ltd Wgn5,Toyota,20000,9.903487552536127
2013 Toyota Hiace,Wellington,Wellington City,Van,2013,207800,Diesel,Automatic,2980.0,0,0,Silver,Hiace,,Toyota,26000,10.165851817003619
2013 Toyota Camry Atara S,Canterbury,Christchurch City,Sedan,2013,185000,Petrol,Automatic,2494.0,0,5,Red,Camry,Atara S,Toyota,9800,9.190137664658664
2013 Toyota Aqua Hybrid,Auckland,Auckland City,Hatchback,2013,128000,Hybrid,Automatic,1496.0,0,0,Blue,Aqua,Hybrid,Toyota,7500,8.922658299524402
2021 Toyota Corolla SX Hybrid 1.8L CVT 1 Owner Ful,Auckland,North Shore,Hatchback,2021,35000,Hybrid,Automatic,1798.0,0,5,White,Corolla,SX Hybrid 1.8L CVT 1 Owner Fully Serviced,Toyota,25900,10.16199824768763
2012 Toyota Highlander Ltd Wgn5,Waikato,Paeroa,RV/SUV,2012,318000,Petrol,Automatic,3456.0,0,7,Blue,Highlander,Ltd Wgn5,Toyota,10000,9.210340371976184
2013 Toyota Prius,Auckland,Manukau,Station Wagon,2013,184000,Hybrid,Automatic,1797.0,0,0,Silver,Prius,,Toyota,8500,9.047821442478408
2020 Toyota Corolla Gx,Auckland,Manukau,Hatchback,2020,30000,Hybrid,Automatic,1798.0,0,5,White,Corolla,Gx,Toyota,24999,10.126591103050316
2014 Toyota Highlander Gx,Otago,Queenstown,RV/SUV,2014,150600,Petrol,Automatic,3456.0,0,7,Silver,Highlander,Gx,Toyota,26000,10.165851817003619
2017 Toyota Corolla Gx,Auckland,North Shore,Hatchback,2017,55000,Petrol,Automatic,1798.0,0,5,White,Corolla,Gx,Toyota,17800,9.786953736280177
2012 Toyota Highlander,Otago,Alexandra,RV/SUV,2012,219111,Petrol,Automatic,3456.0,0,7,Brown,Highlander,,Toyota,14000,9.546812608597396
2018 Toyota Aqua Hybrid,Bay of Plenty,Whakatane,Hatchback,2018,115704,Hybrid,Automatic,1496.0,0,0,Silver,Aqua,Hybrid,Toyota,15995,9.680031452383618
2019 Toyota Aqua -S/ New Tyres and Alloy,Auckland,AUCKLAND,Hatchback,2019,22850,Hybrid,Automatic,1500.0,0,5,White,Aqua,-S/ New Tyres and Alloy,Toyota,17911,9.793170328225258
2015 Toyota Hilux Sr5 Td Dc,Waikato,Tokoroa/Putaruru,Ute,2015,134000,Diesel,Manual,2755.0,0,5,Grey,Hilux,Sr5 Td Dc,Toyota,45000,10.714417768752456
2022 Toyota Highlander Limited,Auckland,Auckland City,RV/SUV,2022,36800,Hybrid,Automatic,2487.0,4,7,Grey,Highlander,Limited,Toyota,60500,11.010398644018933
2018 Toyota Corolla Glx,Wellington,Porirua,Sedan,2018,33500,Petrol,Automatic,1798.0,0,5,Red,Corolla,Glx,Toyota,18999,9.85214162518454
2012 Toyota Hilux Td Dc,Canterbury,Ashburton,Ute,2012,281000,Diesel,Manual,2982.0,0,5,White,Hilux,Td Dc,Toyota,24850,10.120613031524774
2019 Toyota Land Cruiser Prado,Auckland,New Lynn,RV/SUV,2019,43644,Diesel,Automatic,2180.0,0,0,Pearl White,Land Cruiser Prado,,Toyota,59900,11.00043178410354
2017 Toyota C-HR HYBRID G,Otago,Otago,RV/SUV,2017,76716,Petrol,Automatic,1800.0,0,0,Black,C-HR,HYBRID G,Toyota,25990,10.165467127635536
"2014 Toyota Camry Alloy wheels, Cruise control,...",Waikato,Hamilton,Sedan,2014,74380,Hybrid,Automatic,2500.0,0,5,Silver,Camry,"Alloy wheels, Cruise control,Push start, 4.5 Auction score",Toyota,16380,9.70381635740706
2014 Toyota Hilux Sr5 Td Dc,Bay of Plenty,Te Puke,Ute,2014,214255,Diesel,Manual,2982.0,0,5,White,Hilux,Sr5 Td Dc,Toyota,34000,10.4341158035983
2013 Toyota Prius A,Auckland,Auckland City,Station Wagon,2013,164500,Hybrid,Automatic,1790.0,0,0,Silver,Prius,A,Toyota,8500,9.047821442478408
2013 Toyota Hilux Sr5 Td Dc,Wellington,Kapiti,Ute,2013,215700,Diesel,Manual,2982.0,0,5,Gold,Hilux,Sr5 Td Dc,Toyota,28500,10.257659366256743
2020 Toyota Hiace 2.8D Auto * 5 Door * Good Ks...,Wellington,Wellington,Van,2020,138986,Diesel,Automatic,2800.0,0,0,White,Hiace,2.8D Auto * 5 Door * Good Ks * Tints *,Toyota,36990,10.5184028848265
2015 Toyota Hiace Zx Td,Wellington,Wellington City,Van,2015,470000,Diesel,Manual,2982.0,0,2,White,Hiace,Zx Td,Toyota,10000,9.210340371976184
2012 Toyota Prius Hybrid/push start/Alloy Wheel...,Auckland,Auckland,Hatchback,2012,133000,Hybrid,Automatic,1800.0,0,5,Purple,Prius,Hybrid/push start/Alloy Wheels/Four Electric Windows/Mint,Toyota,8295,9.023408202624545
2014 Toyota Aqua Hybrid/L model/Parking Sensors...,Auckland,Auckland,Hatchback,2014,122000,Hybrid,Automatic,1500.0,0,5,Silver,Aqua,Hybrid/L model/Parking Sensors/Radio/CD Player/Remote Locking,Toyota,7495,8.921991410536698
2015 Toyota Aqua X-Urban with Reversing Camera !,Auckland,Auckland,Hatchback,2015,111625,Hybrid,Automatic,1500.0,0,5,Red,Aqua,X-Urban with Reversing Camera !,Toyota,11500,9.350102314351341
2017 Toyota Vellfire Velfire,Auckland,Auckland City,Van,2017,82200,Petrol,Automatic,2493.0,0,7,Black,Vellfire,Velfire ,Toyota,33000,10.404262840448617
2012 Toyota Camry Sport,Waikato,Hamilton,Sedan,2012,160000,Petrol,Automatic,2362.0,0,5,Silver,Camry,Sport,Toyota,10000,9.210340371976184
2016 Toyota Hilux Sr5 Limited Td Dc,Canterbury,Christchurch City,Ute,2016,143000,Diesel,Automatic,2755.0,0,5,Red,Hilux,Sr5 Limited Td Dc,Toyota,32999,10.404232536959167
2016 Toyota Aqua G-SPEC* SAFETY SENSE CRUISE,Nelson Bays,Nelson,Hatchback,2016,41000,Hybrid,Automatic,1500.0,0,0,Red,Aqua,G-SPEC* SAFETY SENSE CRUISE,Toyota,15999,9.680281499268713
2017 Toyota Hiace ZL 3.0TD,Manawatu,Palmerston North,Van,2017,116000,Diesel,Automatic,3000.0,0,2,White,Hiace,ZL 3.0TD,Toyota,31990,10.373178632943564
2012 Toyota RAV4 2WD,Auckland,Papakura,Station Wagon,2012,135000,Petrol,Automatic,2360.0,0,5,Blue,RAV4,2WD,Toyota,11000,9.305650551780507
2013 Toyota Prius Alpha,Wellington,Wellington City,Station Wagon,2013,73500,Hybrid,Automatic,1797.0,0,0,Blue,Prius,Alpha,Toyota,13500,9.51044496442652
2022 Toyota Camry Gx,Wellington,Wellington City,Sedan,2022,60176,Hybrid,Automatic,2487.0,0,5,White,Camry,Gx,Toyota,32000,10.373491181781864
2012 Toyota Prius S Reversing Camera,Auckland,Auckland,Station Wagon,2012,74300,Hybrid,Automatic,1800.0,0,5,Silver,Prius,S Reversing Camera,Toyota,11995,9.392245175273795
2012 Toyota Corolla Gx,Nelson Bays,Motueka,Hatchback,2012,261000,Petrol,Automatic,1798.0,0,5,White,Corolla,Gx,Toyota,7000,8.85366542803745
2021 Toyota Hilux SR5 2.8DT Automatic 4WD Ute -...,Manawatu,Manawatu,Ute,2021,206949,Diesel,Automatic,2755.0,0,5,Glacier White,Hilux,"SR5 2.8DT Automatic 4WD Ute - Canopy, Towbar",Toyota,41990,10.645186773678239
2021 Toyota Highlander GXL 2.5P Hybrid AWD Auto...,Manawatu,Manawatu,RV/SUV,2021,84401,Hybrid,Automatic,2487.0,0,7,Crystal Pearl,Highlander,GXL 2.5P Hybrid AWD Automatic SUV - Towbar,Toyota,51990,10.858806671377762
2016 Toyota Prius A TOURING SELECTION,Auckland,Auckland,Sedan,2016,128100,Hybrid,Automatic,1797.0,0,5,Red,Prius,A TOURING SELECTION,Toyota,15995,9.680031452383618
2018 Toyota C-HR G - Spec,Canterbury,Christchurch,RV/SUV,2018,85729,Petrol,Automatic,1800.0,0,0,Pearl,C-HR,G - Spec,Toyota,25990,10.165467127635536
2024 Toyota Hilux SR5 Hybrid 4WD,Otago,Alexandra,Ute,2024,6700,Hybrid,Automatic,2755.0,0,5,Blue,Hilux,SR5 Hybrid 4WD,Toyota,71890,11.182892451977917
2017 Toyota C-HR,Canterbury,Christchurch,RV/SUV,2017,72000,Petrol,Automatic,1800.0,0,0,Gray,C-HR,,Toyota,24990,10.126231023828998
2019 Toyota Prius S,Auckland,Auckland,Sedan,2019,46150,Hybrid,Automatic,1797.0,0,5,Blue,Prius,S,Toyota,21890,9.993785190516908
2017 Toyota Aqua Hybrid G Gs,Auckland,Auckland,Hatchback,2017,76000,Hybrid,Automatic,1496.0,0,5,Black,Aqua,Hybrid G Gs,Toyota,14889,9.608377964255551
2023 Toyota Camry GX 2.5P Hybrid FWD SUV - NZ New,Manawatu,Manawatu,Sedan,2023,42384,Hybrid,Automatic,2487.0,0,5,Glacier White,Camry,GX 2.5P Hybrid FWD SUV - NZ New,Toyota,35990,10.490996401073076
2023 Toyota RAV4 GX 2.0P CVT FWD Automatic SUV,Manawatu,Manawatu,RV/SUV,2023,25949,Petrol,Automatic,1987.0,0,5,Ruby,RAV4,GX 2.0P CVT FWD Automatic SUV,Toyota,36950,10.517320926376348
2019 Toyota C-HR HYBRID G,Auckland,Auckland,Station Wagon,2019,71000,Hybrid,Automatic,1797.0,0,5,White,C-HR,HYBRID G,Toyota,26350,10.179223553969509
2023 Toyota Yaris Cross GX 1.5P NZ-New,Waikato,Taupo,RV/SUV,2023,34818,Petrol,Automatic,1490.0,0,5,Arctic Dawn,Yaris,Cross GX 1.5P NZ-New,Toyota,28995,10.274878680310541
2012 Toyota Prius Alpha Hybrid/7 Seats/G model/...,Auckland,Auckland,Station Wagon,2012,121300,Hybrid,Automatic,1800.0,0,7,Black,Prius,Alpha Hybrid/7 Seats/G model/alloys/rev cam/cruise control/mint,Toyota,11995,9.392245175273795
2019 Toyota Prius Hybrid/low kms/LDWS/cruise co...,Auckland,Auckland,Hatchback,2019,66600,Hybrid,Automatic,1800.0,0,5,Silver,Prius,Hybrid/low kms/LDWS/cruise control/rev cam/auto headlight,Toyota,19495,9.877913301416697
2018 Toyota Corolla FIELDER HYBRID,Otago,Otago,Station Wagon,2018,106900,Hybrid,Automatic,1500.0,0,5,White,Corolla,FIELDER HYBRID,Toyota,14990,9.615138591096644
2020 Toyota Aqua Crossover 1.5P HYBRID,Hawke's Bay,Napier,Hatchback,2020,100405,Hybrid,Automatic,1496.0,0,5,White,Aqua,Crossover 1.5P HYBRID,Toyota,19990,9.902987427494446
